"REF_DATE","GEO","DGUID","Production, sales and inventories activities","Tobacco products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010-07","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1934300","","","","0"
"2010-08","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1995493","","","","0"
"2010-09","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1811240","","","","0"
"2010-10","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1709285","","","","0"
"2010-11","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1697942","","","","0"
"2010-12","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","2128112","","","","0"
"2011-01","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1551233","","","","0"
"2011-02","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1607685","","r","","0"
"2011-03","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1729115","","","","0"
"2011-04","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1824399","","","","0"
"2011-05","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","2154743","","","","0"
"2011-06","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1961032","","","","0"
"2011-07","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1799739","","","","0"
"2011-08","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1975365","","","","0"
"2011-09","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1825318","","","","0"
"2011-10","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1789841","","","","0"
"2011-11","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1746602","","","","0"
"2011-12","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1786556","","","","0"
"2012-01","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1599729","","","","0"
"2012-02","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1631452","","","","0"
"2012-03","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1867846","","","","0"
"2012-04","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1545828","","","","0"
"2012-05","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1993640","","","","0"
"2012-06","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1943445","","","","0"
"2012-07","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1964757","","","","0"
"2012-08","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","2093639","","","","0"
"2012-09","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1662497","","","","0"
"2012-10","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1870621","","","","0"
"2012-11","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1668092","","","","0"
"2012-12","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1892325","","","","0"
"2013-01","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1577409","","","","0"
"2013-02","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1628581","","","","0"
"2013-03","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1665807","","","","0"
"2013-04","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1877481","","","","0"
"2013-05","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","2068125","","","","0"
"2013-06","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1920469","","","","0"
"2013-07","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","2134653","","","","0"
"2013-08","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1936411","","","","0"
"2013-09","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1880603","","","","0"
"2013-10","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1928384","","r","","0"
"2013-11","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1622399","","","","0"
"2013-12","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1962962","","","","0"
"2014-01","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1601259","","r","","0"
"2014-02","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1425039","","","","0"
"2014-03","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1636017","","","","0"
"2014-04","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1646001","","","","0"
"2014-05","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1872175","","","","0"
"2014-06","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1984803","","","","0"
"2014-07","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","2073018","","","","0"
"2014-08","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1770111","","","","0"
"2014-09","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1904652","","","","0"
"2014-10","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1771918","","","","0"
"2014-11","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1550970","","","","0"
"2014-12","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1889531","","","","0"
"2015-01","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1362177","","","","0"
"2015-02","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1413596","","","","0"
"2015-03","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1654393","","","","0"
"2015-04","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1695852","","","","0"
"2015-05","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1767155","","","","0"
"2015-06","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","2082119","","","","0"
"2015-07","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","2036715","","","","0"
"2015-08","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1825219","","","","0"
"2015-09","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1858106","","","","0"
"2015-10","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1696300","","","","0"
"2015-11","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1687443","","","","0"
"2015-12","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1827439","","","","0"
"2016-01","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1549799","","r","","0"
"2016-02","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1460571","","r","","0"
"2016-03","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1758898","","r","","0"
"2016-04","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1637720","","","","0"
"2016-05","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","2033995","","","","0"
"2016-06","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","2033050","","","","0"
"2016-07","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1837192","","","","0"
"2016-08","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","2051238","","","","0"
"2016-09","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1867634","","r","","0"
"2016-10","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1653817","","r","","0"
"2016-11","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1871499","","","","0"
"2016-12","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1997700","","","","0"
"2017-01","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1228109","","","","0"
"2017-02","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1376929","","","","0"
"2017-03","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1592091","","","","0"
"2017-04","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1485600","","","","0"
"2017-05","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","2054875","","","","0"
"2017-06","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1796520","","","","0"
"2017-07","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1787128","","","","0"
"2017-08","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","2033892","","","","0"
"2017-09","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1752771","","","","0"
"2017-10","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1763759","","","","0"
"2017-11","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1624214","","","","0"
"2017-12","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1932982","","","","0"
"2018-01","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1325425","A","","","0"
"2018-02","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1383982","A","","","0"
"2018-03","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1667976","A","r","","0"
"2018-04","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1568080","A","","","0"
"2018-05","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","2002748","A","","","0"
"2018-06","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1785998","A","","","0"
"2018-07","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1802864","A","","","0"
"2018-08","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1999349","A","","","0"
"2018-09","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1502671","A","","","0"
"2018-10","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1712575","A","","","0"
"2018-11","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1690928","A","","","0"
"2018-12","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1645486","A","","","0"
"2019-01","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1277868","A","","","0"
"2019-02","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1271357","A","r","","0"
"2019-03","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1448170","A","r","","0"
"2019-04","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1543485","A","","","0"
"2019-05","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1768670","A","r","","0"
"2019-06","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1607691","A","r","","0"
"2019-07","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1699265","A","","","0"
"2019-08","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1735092","A","","","0"
"2019-09","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1494682","A","","","0"
"2019-10","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1590038","A","","","0"
"2019-11","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1779303","A","","","0"
"2019-12","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1366580","A","","","0"
"2020-01","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1287983","A","","","0"
"2020-02","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1380956","A","","","0"
"2020-03","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1769508","A","","","0"
"2020-04","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1309294","A","","","0"
"2020-05","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1576457","A","r","","0"
"2020-06","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1821939","A","","","0"
"2020-07","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1782229","A","","","0"
"2020-08","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1838825","A","","","0"
"2020-09","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1541495","A","","","0"
"2020-10","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1527933","A","","","0"
"2020-11","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1418870","A","","","0"
"2020-12","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1808851","A","","","0"
"2021-01","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1295528","A","","","0"
"2021-02","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1233460","A","","","0"
"2021-03","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1476132","A","","","0"
"2021-04","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1441452","A","","","0"
"2021-05","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1275407","A","","","0"
"2021-06","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1670596","A","","","0"
"2021-07","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1324338","A","","","0"
"2021-08","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1456605","A","","","0"
"2021-09","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1356947","A","","","0"
"2021-10","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1284271","A","","","0"
"2021-11","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1409781","A","","","0"
"2021-12","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1300064","A","","","0"
"2022-01","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1088536","A","","","0"
"2022-02","Canada","2016A000011124","Total sales","Cigarettes [2402.20]","Number","223","thousands","3","v28536414","1.2.1","1137359","A","","","0"
"2004-01","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","3411355","","","","0"
"2004-02","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","3415754","","","","0"
"2004-03","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","3569334","","","","0"
"2004-04","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","3809094","","","","0"
"2004-05","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","4013915","","","","0"
"2004-06","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","4035835","","","","0"
"2004-07","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","4324218","","","","0"
"2004-08","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","3584438","","","","0"
"2004-09","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","3497207","","","","0"
"2004-10","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","3635042","","","","0"
"2004-11","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","3595264","","","","0"
"2004-12","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","4465496","","","","0"
"2005-01","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","3318197","","","","0"
"2005-02","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","3722837","","","","0"
"2005-03","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","3974254","","","","0"
"2005-04","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","4575499","","","","0"
"2005-05","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","5030731","","","","0"
"2005-06","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","5060559","","","","0"
"2005-07","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","5078404","","","","0"
"2005-08","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","4585413","","","","0"
"2005-09","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","4610753","","","","0"
"2005-10","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","4751867","","","","0"
"2005-11","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","5056485","","","","0"
"2005-12","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","5147538","","","","0"
"2006-01","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","4003933","","","","0"
"2006-02","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","4081505","","","","0"
"2006-03","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","3951096","","","","0"
"2006-04","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","3860410","","","","0"
"2006-05","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","3442773","","","","0"
"2006-06","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","2906337","","","","0"
"2006-07","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","2208923","","","","0"
"2006-08","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1535384","","","","0"
"2006-09","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1414015","","","","0"
"2006-10","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1630026","","","","0"
"2006-11","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1692773","","","","0"
"2006-12","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","2125874","","","","0"
"2007-01","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1544275","","","","0"
"2007-02","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1582501","","","","0"
"2007-03","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1699832","","","","0"
"2007-04","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1711171","","","","0"
"2007-05","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1664292","","","","0"
"2007-06","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1870710","","","","0"
"2007-07","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","2101503","","","","0"
"2007-08","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1609126","","","","0"
"2007-09","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1625418","","","","0"
"2007-10","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1693406","","","","0"
"2007-11","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1654554","","","","0"
"2007-12","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","2008630","","","","0"
"2008-01","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1519227","","","","0"
"2008-02","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1733269","","","","0"
"2008-03","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1812677","","","","0"
"2008-04","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1937811","","","","0"
"2008-05","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","2000555","","","","0"
"2008-06","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","2286667","","","","0"
"2008-07","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","2355633","","","","0"
"2008-08","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1905900","","","","0"
"2008-09","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1788002","","","","0"
"2008-10","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","2066968","","","","0"
"2008-11","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","2141471","","","","0"
"2008-12","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","2468104","","","","0"
"2009-01","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1791114","","","","0"
"2009-02","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","2044644","","","","0"
"2009-03","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1976238","","","","0"
"2009-04","Canada","2016A000011124","Opening inventory","Cigarettes [2402.20]","Number","223","thousands","3","v28536391","1.7.1","1712794","","","","0"
